"Suno Prompts"
"Narrated Spoken Word Without Music: Create a minimalist, ambient underscore suitable for theological narration. The music should breathe beneath the spoken word like parchment beneath ink—subtle, unobtrusive, and reverent. Let it sustain the gravity of the words, never overtaking them, but enriching the atmosphere with restrained harmonic movement and sacred stillness."
"Solo acoustic guitar loop in a traditional country style at 100 BPM. Fingerpicked pattern with a warm, twangy tone. Emphasis on open chords like G, C, D, and Em. Includes subtle hammer-ons and slides for expressive phrasing. Natural reverb and a slightly roomy, intimate recording feel. Ideal for storytelling and heartfelt lyrics in a country ballad."
"Solo acoustic guitar loop in a rugged, outlaw country style at 100 BPM. Raw strumming with a driving, percussive feel. Use of palm muting, occasional string slaps, and open-position chords like E, A, and D with bluesy embellishments. Slightly detuned or worn-in guitar tone with a dry, close-mic’d recording. Evokes dusty highways, backporch grit, and southern attitude."
"Electric guitar loop in a modern progressive metalcore style at 120 BPM. Tight, djent-inspired rhythm riff with syncopated chugs, polymetric accents, and palm-muted low-string riffs in drop tuning (e.g., Drop C or Drop A). Includes ambient high-end textures with reverb-drenched harmonics or layered clean arpeggios. Heavy tone with precise gain, tight low-end, and percussive attack. Ideal for a breakdown or intense build-up in a cinematic metalcore track."
"Burning Jazz, Emcee (Female), trombone, vibraphone, biblically inspired lyrics book of Job chapter 32, Moderato 111 bpm, F# Lydian"
"glitch, Tenor (male), guitar, beat, clarinet, Moderato 115 bpm, D Lydian"
"Country Drum Solos, Mezzo-Soprano (female), bağlama, bass guitar, biblically inspired lyrics book of Esther chapter 3, Moderato 119 bpm, C Mixolydian"
"NYC Hip Hop, rapid-fire vocals (Female), accordion, clarinet, acoustic guitar, Adagio 72 bpm, B Aeolian"
"narcocorridos, Soprano (female), saxophone, harp, biblically inspired lyrics book of Luke chapter 3, Andante 102 bpm, E Mixolydian"
"Freestyle EDM, MC (Male), clarinet, kazoo, accordion, Larghetto 60 bpm, E Aeolian"
"kpop, Ezengileer (male), accordion, organ, biblically inspired lyrics book of Micah chapter 6, Larghetto 60 bpm, Db Ionian"
"gospel soul, Mezzo-Soprano (female), synthesizer, xylophone, kazoo, Andante 87 bpm, C# Ionian"
"jazzy guitar riffs, Soprano (female), Strings, drums, biblically inspired lyrics book of 2 Samuel chapter 6, Andante 83 bpm, C# Locrian"
"Reggae Drum Loop, Khoomei (male), tuba, Ondes Martenot, tuba, Larghetto 60 bpm, Bb Lydian"
"Fusion House, Mezzo-Soprano (female), Strings, fiddle, biblically inspired lyrics book of Genesis chapter 42, Largo 46 bpm, Bb Mixolydian"
"shoegaze, Khoomei (male), oboe, ukulele, Harmonium, Adagio 67 bpm, C# Phrygian"
"NYC Hip Hop, Countertenor (male), guitar, marimba, drums, Andante 98 bpm, F# Locrian"
"Electronic Dance, Mezzo-Soprano (female), plucked bass, clarinet, biblically inspired lyrics book of Haggai chapter 2, Presto 193 bpm, Bb Lydian"
"binaural beats, gamma wave, Tenor (male), vibraphone, synth, trumpet, Adagio 76 bpm, Ab Mixolydian"
"western, rapid-fire vocals (Female), Strings, tambourine, biblically inspired lyrics book of Philemon chapter 1, Adagio 69 bpm, D# Phrygian"
"Neurofunk Drum n Bass, Soprano (female), mongolian guitar, organ, bağlama, Adagio 76 bpm, F Aeolian"
"Keyboard Solos, Rapper (Female), synthesizer, piano, biblically inspired lyrics book of Habakkuk chapter 1, Largo 50 bpm, Gb Dorian"
"60s Proto Metal, Tenor (male), bass guitar, cello, steel drum, Larghetto 60 bpm, G# Mixolydian"
"vaporwave, Baritone (male), bajo sexto, organ, biblically inspired lyrics book of Exodus chapter 16, Allegro 124 bpm, Eb Mixolydian"
"Sambass Drum n Bass, Rapper (Female), double bass, zither, plucked bass, Larghetto 61 bpm, D# Lydian"
"fast screamo, Mezzo-Soprano (female), bagpipes, jarana, biblically inspired lyrics book of 1 Peter chapter 4, Adagio 69 bpm, C# Lydian"
"Hip Hop 80-115 BPM, Emcee (Male), beat, oud, xylophone, Adagio 72 bpm, D# Lydian"
"Corporate Upbeat, Tenor (male), marimba, mongolian guitar, biblically inspired lyrics book of 2 Chronicles chapter 4, Moderato 112 bpm, E Mixolydian"
"J-Pop, Bass (male), bassoon, tabla, double bass, Presto 176 bpm, F Mixolydian"
"IDM (Intelligent Dance Music), Soprano (female), marimba, clarinet, biblically inspired lyrics book of John chapter 1, Prestissimo 313 bpm, Db Lydian"
"huapango, Tenor (male), accordion, steel drum, Brass, Larghetto 66 bpm, Db Locrian"
"zydeco, Tenor (male), bassoon, tuba, biblically inspired lyrics book of Genesis chapter 1, Presto 193 bpm, Db Aeolian"
"acid jazz, MC (Female), double bass, banjo, Handpan, Allegro 156 bpm, A Ionian"
"krautrock, Emcee (Female), guttural throat singing, drums, biblically inspired lyrics book of Habakkuk chapter 2, Allegro 126 bpm, B Aeolian"
"Math Prog Rock, Countertenor (male), Harmonium, vihuela, drums, Presto 174 bpm, C# Mixolydian"
"Motown, Rapper (Male), cowbell, horn, biblically inspired lyrics book of Ephesians chapter 2, Adagio 73 bpm, G Aeolian"
"Modernism, dissonant, abstract., Kargyraa (male), vibraphone, tambourine, fiddle, Larghetto 64 bpm, C# Locrian"
"narcocorridos, Emcee (Male), castanets, djembe, biblically inspired lyrics book of Leviticus chapter 8, Moderato 110 bpm, Eb Locrian"
"Country Drum Loop, Baritone (male), steel drum, xylophone, Handpan, Adagio 72 bpm, A# Lydian"
"noise rock, Tenor (male), accordion, violin, biblically inspired lyrics book of Obadiah chapter 1, Adagio 75 bpm, Gb Mixolydian"
"Freestyle Music Mix, Bass (male), Computer-based Effects, electric guitar, tambourine, Andante 99 bpm, Ab Aeolian"
"Techstep Drum n Bass, Rapper (Female), marimba, tabla, biblically inspired lyrics book of 1 Timothy chapter 4, Presto 180 bpm, Ab Ionian"
"art rock, Rapper (Female), harp, bagpipes, castanets, Allegro 147 bpm, G Mixolydian"
"Minimalist Soundscapes, Sygyt (male), bassoon, bass guitar, biblically inspired lyrics book of Habakkuk chapter 2, Larghetto 61 bpm, F# Aeolian"
"bolero, Mezzo-Soprano (female), tabla, steel drum, accordion, Larghetto 61 bpm, C# Ionian"
"smooth vaporwave jazz, Baritone (male), tabla, tabla, biblically inspired lyrics book of 1 Corinthians chapter 8, Moderato 108 bpm, Ab Lydian"
"Jazz-funk, Rapper (Female), harp, french horn, cello, Allegro 165 bpm, F# Ionian"
"film score, Soprano (female), flute, organ, biblically inspired lyrics book of Song of Solomon chapter 2, Adagio 74 bpm, Db Phrygian"
"contemporary worship, MC (Male), bağlama, bass guitar, saxophone, Prestissimo 401 bpm, F# Locrian"
"mongolian folk, MC (Male), triangle, trumpet, biblically inspired lyrics book of Ephesians chapter 2, Adagio 72 bpm, A# Phrygian"
"Corporate Upbeat, Rapper (Male), mandolin, violin, acoustic guitar, Largo 40 bpm, D# Mixolydian"
"art rock, Baritone (male), Harmonium, marimba, biblically inspired lyrics book of Zechariah chapter 1, Allegro 137 bpm, E Lydian"
"Keyboard Solos, Bass (male), organ, trumpet, accordion, Adagio 76 bpm, Db Locrian"
"Dubstep, Emcee (Male), castanets, saxophone, biblically inspired lyrics book of Jeremiah chapter 38, Larghetto 61 bpm, G Mixolydian"
"krautrock, Emcee (Male), Strings, accordion, piano, Andante 81 bpm, Ab Mixolydian"
"Fusion Freestyle, Bass (male), Sampler, synth, biblically inspired lyrics book of Acts chapter 27, Largo 48 bpm, Gb Aeolian"
"EDM, Soprano (female), mandolin, tambourine, french horn, Adagio 70 bpm, F Phrygian"
"EDM, cryptic lyricism (Male), vihuela, horsehead fiddle, biblically inspired lyrics book of Ezra chapter 10, Moderato 111 bpm, Db Lydian"
"Triphop, rapid-fire vocals (Female), mandolin, fiddle, saxophone, Largo 44 bpm, Db Locrian"
"fast hardstyle, Baritone (male), Harmonium, acoustic guitar, guitar, Moderato 114 bpm, C# Lydian"
"slow psychedelic rock, Countertenor (male), organ, tuba, biblically inspired lyrics book of Proverbs chapter 12, Andante 96 bpm, Gb Locrian"
"Futuristic Sound Design, Tenor (male), Handpan, Sampler, oud, Adagio 71 bpm, F Locrian"
"Soul Drum Solos, Contralto (female), french horn, saxophone, biblically inspired lyrics book of Amos chapter 9, Andante 85 bpm, Gb Aeolian"
"Math Prog Rock, MC (Female), piano, banjo, Handpan, Allegro 156 bpm, Gb Phrygian"
"Rock Drum Solos, Rapper (Female), double bass, french horn, biblically inspired lyrics book of 3 John chapter 1, Allegro 142 bpm, D Aeolian"
"slow psychedelic rock, Bass (male), mandolin, zither, horn, Allegro 140 bpm, G# Ionian"
"Classical, structured forms, sonata, symphony, homophony., Ezengileer (male), Sampler, synth, biblically inspired lyrics book of Philemon chapter 1, Larghetto 62 bpm, Db Lydian"
"smooth fusion jazz, Mezzo-Soprano (female), bagpipes, organ, ukulele, Adagio 70 bpm, F Aeolian"
"Upbeat Jazz, Baritone (male), accordion, triangle, biblically inspired lyrics book of Amos chapter 4, Andante 85 bpm, Bb Aeolian"
"Burning Jazz, Liquid Drum and Bass, Tenor (male), bağlama, bajo sexto, tuba, Adagio 74 bpm, Eb Aeolian"
"Expressionist, Intense emotion, dissonance, atonal, fragmented melodies, MC (Male), bagpipes, ukulele, biblically inspired lyrics book of Mark chapter 7, Prestissimo 348 bpm, G# Lydian"
"Chinese Classical folk, cryptic lyricism (Male), tambourine, Handpan, zither, Allegro 123 bpm, Ab Locrian"
"Drum Solos, cryptic lyricism (Female), double bass, bağlama, biblically inspired lyrics book of Philemon chapter 1, Largo 42 bpm, F Aeolian"
"Drumstep, Tenor (male), bajo sexto, piano, didgeridoo, Presto 189 bpm, G# Dorian"
"binaural beats, gamma wave, Tenor (male), organ, harp, biblically inspired lyrics book of 1 Peter chapter 2, Largo 57 bpm, Bb Dorian"
"electropunk, Ezengileer (male), tuba, oboe, double bass, Prestissimo 295 bpm, Gb Lydian"
"harmonies, MC (Male), harp, synth, biblically inspired lyrics book of 1 Samuel chapter 8, Allegro 133 bpm, D# Mixolydian"
"progressive metal, MC (Male), bass guitar, drums, horsehead fiddle, Allegro 146 bpm, F Ionian"
"Hip Hop 80-115 BPM, cryptic lyricism (Male), conga, Ondes Martenot, biblically inspired lyrics book of Zephaniah chapter 1, Adagio 66 bpm, D Mixolydian"
"Jump Up Drum n Bass, Soprano (female), synth, xylophone, horn, Andante 85 bpm, B Mixolydian"
"ranchera-Mariachi Fusion, Khoomei (male), jarana, didgeridoo, biblically inspired lyrics book of Revelation chapter 9, Prestissimo 251 bpm, E Locrian"
"Club/Dance, Countertenor (male), bass guitar, triangle, tabla, Prestissimo 289 bpm, G# Phrygian"
"IDM (Intelligent Dance Music), Countertenor (male), bongo, Ondes Martenot, biblically inspired lyrics book of 1 Peter chapter 5, Andante 103 bpm, Eb Phrygian"
"Motown, Mezzo-Soprano (female), Handpan, double bass, sub-bass, Larghetto 61 bpm, D# Dorian"
"death trips, Borbangnadyr (male), beat, oboe, biblically inspired lyrics book of 2 Samuel chapter 6, Allegro 145 bpm, Gb Locrian"
"chillwave, Khoomei (male), organ, harmonica, sub-bass, Largo 48 bpm, B Phrygian"
"Hip Hop Drum Solos, MC (Male), banjo, guttural throat singing, biblically inspired lyrics book of James chapter 2, Allegro 121 bpm, D# Ionian"
"Opera, Khoomei (male), sub-bass, didgeridoo, tuba, Prestissimo 211 bpm, A Lydian"
"Corporate Upbeat, Contralto (female), cello, drums, biblically inspired lyrics book of Proverbs chapter 3, Larghetto 64 bpm, G Locrian"
"Math Rock, MC (Male), castanets, sub-bass, violin, Allegro 150 bpm, G Phrygian"
"Hip Hop 80-115 BPM, Baritone (male), double bass, triangle, biblically inspired lyrics book of Isaiah chapter 65, Prestissimo 354 bpm, Ab Mixolydian"
"binaural beats, gamma wave, Borbangnadyr (male), synth, double bass, mandolin, Larghetto 62 bpm, D# Mixolydian"
"Music Theater, Emcee (Male), banjo, clarinet, biblically inspired lyrics book of James chapter 3, Adagio 75 bpm, A Lydian"
"minimalism, Rapper (Female), conga, harmonica, accordion, Andante 97 bpm, E Mixolydian"
"Avant-Garde, unconventional, Experimental, MC (Female), guitar, Harmonium, biblically inspired lyrics book of Revelation chapter 10, Largo 48 bpm, Gb Locrian"
"UK garage/2-step, cryptic lyricism (Female), xylophone, bajo sexto, acoustic guitar, Largo 46 bpm, Gb Lydian"
"Hip Hop Drum Solos, Bass (male), guttural throat singing, oud, biblically inspired lyrics book of Zephaniah chapter 3, Prestissimo 410 bpm, Eb Dorian"
"film score, Baritone (male), tuba, mongolian guitar, bongo, Prestissimo 367 bpm, Bb Lydian"
"zydeco, Soprano (female), guitar, flute, organ, Moderato 112 bpm, D# Mixolydian"
"Jazz Fusion, cryptic lyricism (Male), mandolin, sub-bass, biblically inspired lyrics book of 3 John chapter 1, Larghetto 61 bpm, Ab Phrygian"
"Reggae Drum Solos, Bass (male), vihuela, mongolian guitar, mandolin, Allegro 137 bpm, G Locrian"
"UK garage/2-step, Emcee (Female), tuba, flute, biblically inspired lyrics book of Daniel chapter 9, Adagio 69 bpm, G# Phrygian"
"Upbeat Instrumental, Countertenor (male), mandolin, kemenche, Harmonium, Presto 186 bpm, B Mixolydian"
"Rock Drum Loop, cryptic lyricism (Female), accordion, bassoon, biblically inspired lyrics book of 2 Timothy chapter 2, Presto 171 bpm, Db Mixolydian"
"aggressive witch house, MC (Female), violin, bagpipes, drums, Prestissimo 324 bpm, Ab Lydian"
"fast hardstyle, Ezengileer (male), horn, triangle, biblically inspired lyrics book of Malachi chapter 4, Larghetto 66 bpm, D Locrian"
"Video Game OST, Bass (male), mongolian guitar, trumpet, Brass, Larghetto 61 bpm, F Dorian"
"Minimalist Soundscapes, Kargyraa (male), electric guitar, trombone, biblically inspired lyrics book of Nehemiah chapter 1, Larghetto 65 bpm, E Phrygian"
"celtic guitar melody, Soprano (female), double bass, flute, kazoo, Larghetto 66 bpm, G Phrygian"
"binaural beats, theta wave, Kargyraa (male), cello, electric guitar, biblically inspired lyrics book of John chapter 6, Moderato 118 bpm, B Lydian"
"binaural beats, MC (Male), zither, mongolian guitar, synthesizer, Larghetto 65 bpm, F# Phrygian"
"Mo Town, Rapper (Female), clarinet, Sampler, biblically inspired lyrics book of Luke chapter 17, Moderato 113 bpm, D Aeolian"
"alternative rock, Mezzo-Soprano (female), bagpipes, Ondes Martenot, Harmonium, Andante 95 bpm, Db Locrian"
"Dubstep, Tenor (male), conga, tabla, biblically inspired lyrics book of Isaiah chapter 59, Moderato 117 bpm, Db Dorian"
"Futuristic Sound Design, Emcee (Female), vibraphone, kemenche, xylophone, Allegro 129 bpm, Db Mixolydian"
"Renaissance, cryptic lyricism (Male), harmonica, bajo sexto, biblically inspired lyrics book of Romans chapter 6, Moderato 119 bpm, E Dorian"
"lo-fi indie, Tenor (male), bajo sexto, double bass, Handpan, Moderato 118 bpm, D# Lydian"
"Oldschool jungle, Kargyraa (male), trumpet, zither, biblically inspired lyrics book of Proverbs chapter 28, Moderato 119 bpm, Ab Locrian"
"Fusion Freestyle, Bass (male), djembe, conga, xylophone, Presto 178 bpm, Db Phrygian"
"Romantic, Emotional expression, expanded orchestra, rapid-fire vocals (Male), didgeridoo, djembe, biblically inspired lyrics book of Ruth chapter 4, Presto 190 bpm, A# Aeolian"
"binaural beats, Mezzo-Soprano (female), steel drum, harmonica, steel drum, Largo 49 bpm, B Mixolydian"
"gospel hymn, Mezzo-Soprano (female), organ, kazoo, biblically inspired lyrics book of 1 Kings chapter 10, Prestissimo 273 bpm, C# Mixolydian"
"Jazz Drum Solos, Emcee (Male), horn, bassoon, mandolin, Moderato 111 bpm, C# Mixolydian"
"shoegaze, Soprano (female), bass guitar, french horn, biblically inspired lyrics book of 1 Chronicles chapter 6, Adagio 75 bpm, Gb Aeolian"
"Electronic Dance, Soprano (female), accordion, Strings, accordion, Andante 87 bpm, B Aeolian"
"Jazz Drum Solos, Emcee (Male), trumpet, double bass, biblically inspired lyrics book of Zechariah chapter 4, Largo 51 bpm, G# Aeolian"
"fast ska, Mezzo-Soprano (female), xylophone, zither, bass guitar, Moderato 116 bpm, C Mixolydian"
"echo, Mezzo-Soprano (female), drums, vibraphone, biblically inspired lyrics book of Jonah chapter 3, Presto 182 bpm, G# Dorian"
"heavy thrash metal, MC (Male), Harmonium, kazoo, Ondes Martenot, Larghetto 60 bpm, F Locrian"
"experimental rock, Bass (male), Brass, organ, biblically inspired lyrics book of Luke chapter 3, Presto 172 bpm, F Dorian"
"Impressionist, atmospheric, ambiguous harmonies, tone color, MC (Male), banjo, jarana, oud, Presto 172 bpm, A# Locrian"
"Programmatic Music, Chylandyk (male), bongo, Ondes Martenot, biblically inspired lyrics book of Revelation chapter 4, Moderato 111 bpm, D Mixolydian"
"Expressionist, Tenor (male), horsehead fiddle, harmonica, guttural throat singing, Andante 78 bpm, G Mixolydian"
"Chillhop, Mezzo-Soprano (female), oud, cello, biblically inspired lyrics book of Leviticus chapter 25, Andante 100 bpm, F Lydian"
"middle-eastern, Tenor (male), tabla, french horn, oboe, Presto 170 bpm, Ab Ionian"
"Neurofunk 170-180 BPM, Mezzo-Soprano (female), bagpipes, piano, biblically inspired lyrics book of Nahum chapter 2, Presto 190 bpm, A Mixolydian"
"slow waltz, MC (Female), Computer-based Effects, Handpan, guttural throat singing, Adagio 70 bpm, A# Mixolydian"
"heavy ambient drone, Borbangnadyr (male), synthesizer, Brass, biblically inspired lyrics book of Ecclesiastes chapter 9, Adagio 75 bpm, Ab Locrian"
"norteño, Bass (male), horsehead fiddle, bassoon, oud, Moderato 114 bpm, C Aeolian"
"Drum Loop, Soprano (female), fiddle, Sampler, biblically inspired lyrics book of Lamentations chapter 3, Largo 58 bpm, D# Phrygian"
"fast trap, Tenor (male), drums, vibraphone, bağlama, Moderato 111 bpm, Db Locrian"
"Pop Drum Solos, Mezzo-Soprano (female), plucked bass, Strings, biblically inspired lyrics book of Lamentations chapter 2, Presto 170 bpm, F Aeolian"
"experimental rock, Bass (male), drums, vihuela, Strings, Allegro 131 bpm, Bb Dorian"
"Reggae Drum Loop, Mezzo-Soprano (female), mongolian guitar, violin, biblically inspired lyrics book of Galatians chapter 5, Prestissimo 287 bpm, D Ionian"
"Minimalism, Mezzo-Soprano (female), harmonica, synth, castanets, Adagio 72 bpm, D Lydian"
"narcocorridos, Contralto (female), trumpet, synthesizer, biblically inspired lyrics book of 1 Chronicles chapter 19, Presto 173 bpm, Ab Phrygian"
"narcocorridos, Khoomei (male), saxophone, accordion, harmonica, Allegro 144 bpm, Db Ionian"
"narcocorridos, Rapper (Male), castanets, djembe, biblically inspired lyrics book of Deuteronomy chapter 4, Presto 181 bpm, Bb Phrygian"
"Electronic Drum n Bass, Bass (male), harmonica, cowbell, cowbell, Adagio 75 bpm, Bb Ionian"
"chillwave, MC (Male), castanets, oud, biblically inspired lyrics book of Hosea chapter 2, Moderato 108 bpm, F Aeolian"
"Opera, Soprano (female), accordion, horsehead fiddle, bağlama, Larghetto 61 bpm, D# Mixolydian"
"Futuristic Sound Design, Sygyt (male), harp, zither, biblically inspired lyrics book of Proverbs chapter 10, Presto 170 bpm, Db Dorian"
"slow waltz, MC (Female), triangle, sub-bass, saxophone, Largo 59 bpm, F# Ionian"
"Soulful Motown, Bass (male), steel drum, organ, biblically inspired lyrics book of Obadiah chapter 1, Larghetto 65 bpm, G# Dorian"
"Modernism, Khoomei (male), harp, plucked bass, banjo, Allegro 161 bpm, Db Locrian"
"industrial, Soprano (female), Brass, clarinet, biblically inspired lyrics book of Isaiah chapter 60, Allegro 135 bpm, E Ionian"
"warm, Countertenor (male), accordion, electric guitar, steel drum, Moderato 113 bpm, B Locrian"
"mariachi, Chylandyk (male), harmonica, double bass, biblically inspired lyrics book of 2 Kings chapter 12, Allegro 151 bpm, D Phrygian"
"binaural beats, Baritone (male), Ondes Martenot, tambourine, horsehead fiddle, Prestissimo 328 bpm, Bb Lydian"
"harmonies, Countertenor (male), banjo, Strings, biblically inspired lyrics book of 1 Chronicles chapter 20, Allegro 135 bpm, G# Mixolydian"
"String Solos, Borbangnadyr (male), synth, Ondes Martenot, guttural throat singing, Prestissimo 295 bpm, D# Lydian"
"Electronic Dance, Contralto (female), bagpipes, Harmonium, biblically inspired lyrics book of Obadiah chapter 1, Prestissimo 291 bpm, Ab Aeolian"
"christian worship, Rapper (Female), bassoon, vibraphone, tambourine, Andante 108 bpm, Ab Locrian"
"breakcore, Baritone (male), synthesizer, french horn, biblically inspired lyrics book of Esther chapter 8, Andante 95 bpm, Db Ionian"
"Modernism, dissonant, abstract., Rapper (Male), kazoo, drums, bongo, Andante 107 bpm, G# Ionian"
"heavy thrash metal, Tenor (male), castanets, zither, biblically inspired lyrics book of Daniel chapter 12, Adagio 73 bpm, G# Ionian"
"classical acoustic guitar, Soprano (female), drums, double bass, cello, Prestissimo 296 bpm, Db Dorian"
"jazz-infused beats, Rapper (Male), flute, sub-bass, biblically inspired lyrics book of 1 Thessalonians chapter 2, Largo 44 bpm, C Dorian"
